ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
OXA-211	3001710	protein homolog model	CARD; Resistomes & Variants	2	96.35 - 100.0	no data	no data	Acinetobacter johnsonii; Acinetobacter nosocomialis	41.00	13.00	54.00	92.30	761.50	8.41	0	0	0	0	N/A	N/A		825; 825	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
ErmF	3000498	protein homolog model	CARD; Resistomes & Variants	2	98.87 - 100.0	no data	no data	Bacteroides fragilis; Escherichia coli	19.00	9.00	28.00	62.80	503.00	1.96	0	0	0	0	N/A	N/A		801; 801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
smeF	3003057	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	3.00	3.00	6.00	10.14	142.00	9.33	0	0	0	0	N/A	N/A		1401	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
aadA	3002601	protein homolog model	CARD; Resistomes & Variants	9	86.69 - 100.0	no data	YES	Bacteria; Salmonella enterica; Acinetobacter baumannii; Enterobacter cloacae; Enterobacter hormaechei; Escherichia coli; Klebsiella oxytoca; Klebsiella pneumoniae; Providencia stuartii; Pseudomonas aeruginosa; Pseudomonas putida; Raoultella planticola; Serratia marcescens; Shigella sonnei	18.00	4.00	22.00	28.79	228.00	1.39	0	0	0	0	N/A	N/A		792; 792; 792; 792; 792; 792; 792; 792; 792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-15	3001410	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	32.61	270.00	1.00	0	0	0	0	N/A	N/A		828	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
AIM-1	3000853	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	16.00	4.00	20.00	86.73	791.00	35.20	0	0	0	0	N/A	N/A		912	AIM beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
catB2	3002675	protein homolog model	CARD	1	100.0	no data	no data	Pasteurella multocida	3.00	0.00	3.00	56.40	357.00	1.00	0	0	0	0	N/A	N/A	ANT(2'')-Ia (1)	633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
arr-3	3002848	protein homolog model	CARD; Resistomes & Variants	2	100.0	no data	no data	Escherichia coli; Klebsiella pneumoniae	3.00	1.00	4.00	25.05	113.50	0.75	0	0	0	0	N/A	N/A		453; 453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
tetX	3000205	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	29.00	5.00	34.00	95.12	1110.00	30.06	0	0	0	0	N/A	N/A		1167	tetracycline inactivation enzyme	glycylcycline; tetracycline antibiotic	antibiotic inactivation
iri	3002884	protein homolog model	CARD	1	100.0	no data	no data	Rhodococcus equi	1.00	1.00	2.00	2.64	38.00	11.00	0	0	0	0	N/A	N/A		1440	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation
tetB(P)	3000195	protein homolog model	CARD; Resistomes & Variants	2	97.85 - 100.0	YES	no data	Clostridium perfringens; Clostridium difficile	13.00	5.00	18.00	16.02	314.00	5.25	0	0	0	0	N/A	N/A		1959; 1959	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
lnuB	3002836	protein homolog model	CARD; Resistomes & Variants	3	99.63 - 100.0	YES	YES	Streptococcus lutetiensis; Enterococcus faecalis; Enterococcus faecium; Klebsiella pneumoniae; Staphylococcus aureus; Staphylococcus pseudintermedius; Streptococcus agalactiae	16.00	2.00	18.00	53.24	428.00	0.92	0	0	0	0	N/A	N/A	lsaE (4)	804; 804; 804	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
adeB	3000775	protein homolog model	CARD; Resistomes & Variants	2	96.04 - 100.0	no data	no data	Acinetobacter baumannii; Acinetobacter nosocomialis	8.00	0.00	8.00	14.22	442.00	19.66	0	0	0	0	N/A	N/A		3108; 3108	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
APH(6)-Ic	3002659	protein homolog model	CARD; Resistomes & Variants	2	100.0	YES	YES	Escherichia coli; Enterobacter cloacae; Pseudomonas aeruginosa; Salmonella enterica; Shigella sonnei	3.00	3.00	6.00	3.62	29.00	0.00	0	0	0	0	N/A	N/A		801; 801	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
LCR-1	3002997	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	14.43	113.00	0.00	0	0	0	0	N/A	N/A		783	LCR beta-lactamase	cephalosporin; penam	antibiotic inactivation
ANT(6)-Ia	3002626	protein homolog model	CARD; Resistomes & Variants	6	99.65 - 100.0	YES	YES	Exiguobacterium sp.; Clostridium difficile; Enterococcus faecalis; Enterococcus faecium; Staphylococcus aureus; Streptococcus agalactiae	9.00	5.00	14.00	18.58	160.50	0.38	0	0	0	0	N/A	N/A		864; 864; 864; 864; 864; 864	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-30/AAC(6')-Ib' fusion protein	3002599	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	4.00	0.00	4.00	28.67	283.00	1.00	0	0	0	0	N/A	N/A		987	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
carA	3002817	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces thermotolerans	10.00	10.00	20.00	2.54	42.00	11.00	0	0	0	0	N/A	N/A		1656	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic	antibiotic target protection
OXA-333	3001521	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter johnsonii	3.00	1.00	4.00	40.36	333.00	9.75	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
tet(40)	3000567	protein homolog model	CARD; Resistomes & Variants	2	99.75 - 100.0	YES	no data	Streptococcus suis; Clostridium difficile	24.00	0.00	24.00	69.94	854.00	2.60	0	0	0	0	N/A	N/A		1221; 1221	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
RCP-1	3003563	protein homolog model	CARD	1	100.0	no data	no data	Rhodobacter capsulatus	3.00	3.00	6.00	34.24	302.00	22.00	0	0	0	0	N/A	N/A		882	RCP beta-lactamase	penam	antibiotic inactivation
lmrC	3002881	protein homolog model	CARD	1	100.0	no data	no data	Lactococcus lactis	2.00	1.00	3.00	11.66	200.00	21.00	0	0	0	0	N/A	N/A	lmrD (1)	1716	ABC-F ATP-binding cassette ribosomal protection protein	lincosamide antibiotic	antibiotic target protection
ErmG	3000522	protein homolog model	CARD; Resistomes & Variants	3	98.77 - 100.0	YES	no data	Bacteroides thetaiotaomicron; Clostridium difficile; Enterococcus faecium	11.00	7.00	18.00	30.79	226.33	2.10	0	0	0	0	N/A	N/A		735; 735; 735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
AAC(6')-Ib9	3002580	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	49.35	302.00	1.00	0	0	0	0	N/A	N/A		612	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
APH(2'')-IIIa	3002636	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus gallinarum	2.00	0.00	2.00	21.72	200.00	44.00	0	0	0	0	N/A	N/A		921	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
vanZA	3002962	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	1.00	2.00	30.86	150.00	0.50	0	0	0	0	N/A	N/A		486	vanZ; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
catS	3002688	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pyogenes	3.00	1.00	4.00	68.90	339.00	23.50	0	0	0	0	N/A	N/A		492	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
ANT(6)-Ib	3002629	protein homolog model	CARD; Resistomes & Variants	2	100.0	YES	no data	Campylobacter fetus; Clostridium difficile; Clostridium perfringens	3.00	3.00	6.00	11.13	95.50	0.00	0	0	0	0	N/A	N/A		858; 858	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
tet(H)	3000175	protein homolog model	CARD; Resistomes & Variants	2	100.0	no data	no data	Pasteurella multocida; Acinetobacter baumannii; Escherichia coli; Providencia rettgeri	5.00	3.00	8.00	19.57	235.50	0.67	0	0	0	0	N/A	N/A		1203; 1203	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(39)	3000566	protein homolog model	CARD; Resistomes & Variants	7	99.75 - 100.0	YES	YES	Acinetobacter sp.; Acinetobacter baumannii; Acinetobacter nosocomialis; Klebsiella oxytoca; Klebsiella pneumoniae	72.00	12.00	84.00	59.99	712.71	0.85	0	0	0	0	N/A	N/A		1188; 1188; 1188; 1188; 1188; 1188; 1188	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
AER-1	3002481	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	2.00	0.00	2.00	20.44	187.00	22.00	0	0	0	0	N/A	N/A		915	AER beta-lactamase	penam	antibiotic inactivation
lsaB	3003111	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus sciuri	1.00	0.00	1.00	5.48	81.00	0.00	0	0	0	0	N/A	N/A	cfrC (1)	1479	ABC-F ATP-binding cassette ribosomal protection protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
tetQ	3000191	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	41.00	5.00	46.00	81.05	1600.00	35.61	0	0	0	0	N/A	N/A		1974	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
mefB	3003107	protein homolog model	CARD; Resistomes & Variants	3	100.0	YES	YES	Escherichia coli; Klebsiella pneumoniae; Salmonella enterica; Shigella sonnei	9.00	3.00	12.00	26.18	322.00	0.75	0	0	0	0	N/A	N/A		1230; 1230; 1230	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
qepA	3000448	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter aerogenes	2.00	2.00	4.00	8.72	134.00	0.00	0	0	0	0	N/A	N/A		1536	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
novA	3002522	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces niveus	3.00	3.00	6.00	5.63	104.00	11.00	0	0	0	0	N/A	N/A		1848	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
vanRN	3002929	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	1.00	2.00	5.92	41.00	0.00	0	0	0	0	N/A	N/A		693	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
mel	3000616	protein homolog model	CARD; Resistomes & Variants	17	95.69 - 100.0	YES	no data	Bacteria; Clostridium difficile; Streptococcus agalactiae; Streptococcus anginosus; Streptococcus pneumoniae; Streptococcus pyogenes	206.00	25.00	231.00	30.80	450.94	2.61	0	0	0	0	N/A	N/A	mefA (13)	1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464; 1464	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
tet32	3000196	protein homolog model	CARD	1	100.0	no data	no data	Clostridiaceae bacterium	4.00	0.00	4.00	10.52	202.00	1.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
aadA6/aadA10	3002622	protein homolog model	CARD; Resistomes & Variants	2	100.0	no data	no data	Pseudomonas aeruginosa; Escherichia coli	5.00	1.00	6.00	30.94	258.00	0.83	0	0	0	0	N/A	N/A	aadA6 (2)	834; 834	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
ceoB	3003010	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia cepacia	6.00	2.00	8.00	15.40	475.00	11.75	0	0	0	0	N/A	N/A		3084	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic efflux
rosA	3003048	protein homolog model	CARD	1	100.0	no data	no data	Yersinia enterocolitica	1.00	1.00	2.00	3.33	41.00	11.00	0	0	0	0	N/A	N/A		1233	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
smeC	3003053	protein homolog model	CARD; Resistomes & Variants	10	95.12 - 100.0	YES	no data	Stenotrophomonas maltophilia	12.00	12.00	24.00	4.42	62.60	2.30	0	0	0	0	N/A	N/A		1416; 1416; 1416; 1416; 1416; 1416; 1416; 1416; 1416; 1416	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
ErmT	3000595	protein homolog model	CARD	1	100.0	no data	no data	Plasmid pGT633	1.00	1.00	2.00	20.54	151.00	0.50	0	0	0	0	N/A	N/A		735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
OXA-210	3001487	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	25.00	207.00	1.00	0	0	0	0	N/A	N/A		828	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
CTX-M-3	3001866	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	2.00	0.00	2.00	18.95	166.00	1.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
dfrA22	3003018	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	1.00	0.00	1.00	7.43	37.00	0.00	0	0	0	0	N/A	N/A	OXA-74 (1)	498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ANT(9)-Ia	3002630	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	34.74	272.00	44.00	0	0	0	0	N/A	N/A		783	ANT(9)	aminoglycoside antibiotic	antibiotic inactivation
oleB	3003036	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces antibioticus	13.00	13.00	26.00	4.21	72.00	9.46	0	0	0	0	N/A	N/A		1710	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic	antibiotic target protection
mefE	3000614	protein homolog model	CARD; Resistomes & Variants	3	99.75 - 100.0	YES	no data	Streptococcus pneumoniae	8.00	2.00	10.00	24.04	291.33	0.00	0	0	0	0	N/A	N/A		1212; 1212; 1212	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
aadA5	3002605	protein homolog model	CARD; Resistomes & Variants	5	99.62 - 100.0	YES	YES	Escherichia coli; Acinetobacter baumannii; Enterobacter kobei; Klebsiella pneumoniae; Serratia marcescens; Shigella sonnei	9.00	3.00	12.00	22.05	174.00	0.75	0	0	0	0	N/A	N/A		789; 789; 789; 789; 789	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
Erm(35)	3000604	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides coprosuis	1.00	1.00	2.00	4.62	37.00	0.00	0	0	0	0	N/A	N/A		801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
acrF	3000502	protein homolog model	CARD; Resistomes & Variants	25	96.32 - 100.0	YES	no data	Escherichia coli	45.00	7.00	52.00	7.05	218.76	1.68	0	0	0	0	N/A	N/A		3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105; 3105	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
CARB-10	3002249	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	26.00	4.00	30.00	94.09	844.00	7.87	0	0	0	0	N/A	N/A		897	CARB beta-lactamase	penam	antibiotic inactivation
EreA2	3002826	protein homolog model	CARD; Resistomes & Variants	3	98.53 - 100.0	no data	no data	Providencia stuartii; Citrobacter freundii; Enterobacter cloacae; Escherichia coli; Klebsiella pneumoniae; Proteus vulgaris; Pseudomonas aeruginosa; Salmonella enterica; Morganella morganii	29.00	1.00	30.00	42.60	522.67	0.98	0	0	0	0	N/A	N/A		1227; 1227; 1227	macrolide esterase	macrolide antibiotic	antibiotic inactivation
ErmB	3000375	protein homolog model	CARD; Resistomes & Variants	6	98.77 - 100.0	no data	no data	Enterococcus faecium; Enterococcus faecalis; Staphylococcus pseudintermedius	633.00	139.00	772.00	88.38	660.17	2.86	0	0	0	0	N/A	N/A		747; 747; 747; 747; 747; 747	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
tetS	3000192	protein homolog model	CARD; Resistomes & Variants	2	100.0	YES	no data	Listeria monocytogenes; Enterococcus faecalis; Enterococcus faecium	16.00	0.00	16.00	37.91	730.00	1.00	0	0	0	0	N/A	N/A		1926; 1926	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
aad(6)	3002628	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus oralis	4.00	0.00	4.00	27.08	225.00	22.00	0	0	0	0	N/A	N/A		831	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
OXA-205	3001483	protein homolog model	CARD; Resistomes & Variants	2	100.0	no data	no data	Pseudomonas aeruginosa	7.00	2.00	9.00	31.90	255.50	0.83	0	0	0	0	N/A	N/A	aadA6 (1)	801; 801	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
lmrD	3002882	protein homolog model	CARD	1	100.0	no data	no data	Lactococcus lactis	7.00	2.00	9.00	21.05	418.00	29.00	0	0	0	0	N/A	N/A	lmrC (1)	1986	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux
catQ	3002687	protein homolog model	CARD; Resistomes & Variants	2	94.06 - 100.0	no data	no data	Clostridium perfringens; Streptococcus pneumoniae	3.00	1.00	4.00	26.89	177.50	10.50	0	0	0	0	N/A	N/A		660; 660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
CARB-8	3002247	protein homolog model	CARD	1	100.0	no data	no data	Oligella urethralis	14.00	4.00	18.00	81.94	735.00	2.56	0	0	0	0	N/A	N/A		897	CARB beta-lactamase	penam	antibiotic inactivation
vanRO	3002930	protein homolog model	CARD	1	100.0	no data	no data	Rhodococcus equi	1.00	1.00	2.00	5.13	36.00	11.00	0	0	0	0	N/A	N/A		702	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
OXA-56	3001795	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	30.59	245.00	1.00	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
aadA11	3002611	protein homolog model	CARD; Resistomes & Variants	2	100.0	YES	no data	Pseudomonas aeruginosa; Acinetobacter baumannii; Enterobacter cloacae; Providencia rettgeri; Serratia marcescens	94.00	86.00	180.00	46.27	391.50	0.04	0	0	0	0	N/A	N/A		846; 846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
