ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
floR	3002705	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	17.00	1.00	18.00	66.50	808.00	11.94	0	0	0	0	N/A	N/A		1215	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
TEM-166	3001032	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	13.24	114.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; penam; cephalosporin; penem	antibiotic inactivation
OXA-212	3001711	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter johnsonii	41.00	16.00	57.00	100.00	825.00	7.07	0	0	0	0	N/A	N/A	OXA-309 (1)	825	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
ErmX	3000596	protein homolog model	CARD	1	100.0	no data	no data	Corynebacterium striatum	4.00	0.00	4.00	56.30	429.00	44.00	0	0	0	0	N/A	N/A		762	Erm 23S ribosomal RNA methyltransferase	streptogramin antibiotic; lincosamide antibiotic; macrolide antibiotic	antibiotic target alteration
mphE	3003741	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	666.00	97.00	763.00	100.00	885.00	36.47	0	0	0	0	N/A	N/A	msrE (1)	885	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
CRP	3000518	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	46.00	20.00	66.00	100.00	633.00	25.35	0	0	0	0	N/A	N/A		633	resistance-nodulation-cell division (RND) antibiotic efflux pump	penam; macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux
tetB(46)	3004033	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus australis	10.00	1.00	11.00	55.33	961.00	31.45	0	0	0	0	N/A	N/A	tetA(46) (1)	1737	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
OXA-274	3001730	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter guillouiae	2.00	2.00	4.00	26.48	224.00	11.50	0	0	0	0	N/A	N/A		846	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
vanRO	3002930	protein homolog model	CARD	1	100.0	no data	no data	Rhodococcus equi	3.00	3.00	6.00	20.37	143.00	14.00	0	0	0	0	N/A	N/A		702	vanR; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
dfrF	3002867	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	6.00	4.00	10.00	30.51	151.00	20.00	0	0	0	0	N/A	N/A		495	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
MCR-4	3004325	protein homolog model	CARD	1	100.0	no data	no data	Salmonella sp.	1.00	1.00	2.00	2.89	47.00	11.00	0	0	0	0	N/A	N/A		1626	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
mdtF	3000796	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	130.00	9.00	139.00	100.00	3114.00	39.69	0	0	0	0	N/A	N/A	mdtE (1); MexB (1)	3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	penam; macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux
tlrC	3002827	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces fradiae	15.00	15.00	30.00	6.56	108.00	9.67	0	0	0	0	N/A	N/A		1647	ABC-F ATP-binding cassette ribosomal protection protein	macrolide antibiotic	antibiotic target protection
mdtO	3003549	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	77.00	1.00	78.00	99.61	2044.00	41.82	0	0	0	0	N/A	N/A	mdtP (1)	2052	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye; nucleoside antibiotic	antibiotic efflux
OXA-309	3001504	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter johnsonii	7.00	4.00	11.00	58.67	484.00	5.36	0	0	0	0	N/A	N/A	OXA-212 (1)	825	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
lnuC	3002837	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	10.00	4.00	14.00	95.56	473.00	29.43	0	0	0	0	N/A	N/A		495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
GES-2	3002331	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	9.00	1.00	10.00	69.79	603.00	0.80	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; penam; cephalosporin	antibiotic inactivation
APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	8.00	2.00	10.00	72.55	592.00	33.40	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
farA	3003961	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	38.00	32.00	70.00	14.29	165.00	9.94	0	0	0	0	N/A	N/A		1155	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux
VIM-32	3002302	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	1.00	0.00	1.00	15.11	121.00	1.00	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1)	801	VIM beta-lactamase	penam; cephamycin; cephalosporin; carbapenem; penem	antibiotic inactivation
oprA	3003039	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	7.00	5.00	12.00	11.04	155.00	9.50	0	0	0	0	N/A	N/A	smeC (1)	1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline antibiotic; macrolide antibiotic; carbapenem; fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic efflux
tet32	3000196	protein homolog model	CARD	1	100.0	no data	no data	Clostridiaceae bacterium	93.00	20.00	113.00	98.96	1900.00	17.49	0	0	0	0	N/A	N/A	tet(W/N/W) (1); tetO (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
OXA-161	3001799	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	1.00	6.00	46.62	386.00	0.50	0	0	0	0	N/A	N/A		828	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
FosA2	3002804	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	2.00	2.00	4.00	34.27	146.00	18.00	0	0	0	0	N/A	N/A		426	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation
baeR	3000828	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	29.00	4.00	33.00	100.00	723.00	33.27	0	0	0	0	N/A	N/A	baeS (1)	723	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic; aminoglycoside antibiotic	antibiotic efflux
APH(3'')-Ib	3002639	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	140.00	11.00	151.00	100.00	804.00	39.75	0	0	0	0	N/A	N/A	sul2 (1); APH(6)-Id (1)	804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
PmpM	3004077	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	6.00	6.00	12.00	13.88	199.00	11.17	0	0	0	0	N/A	N/A		1434	multidrug and toxic compound extrusion (MATE) transporter		antibiotic efflux
tetS	3000192	protein homolog model	CARD	1	100.0	no data	no data	Listeria monocytogenes	26.00	2.00	28.00	71.34	1374.00	35.57	0	0	0	0	N/A	N/A		1926	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
TEM-198	3001057	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	8.59	74.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; penam; cephalosporin; penem	antibiotic inactivation
OXA-1	3001396	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	5.00	0.00	5.00	75.09	624.00	5.00	0	0	0	0	N/A	N/A	OXA-368 (1)	831	OXA beta-lactamase	cephalosporin; penam	antibiotic inactivation
mdtA	3000792	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	49.00	6.00	55.00	100.00	1248.00	38.55	0	0	0	0	N/A	N/A	mdtB (1)	1248	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
adeB	3000775	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	5.00	3.00	8.00	13.22	411.00	13.75	0	0	0	0	N/A	N/A		3108	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline antibiotic; glycylcycline	antibiotic efflux
emeA	3003551	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	2.00	2.00	4.00	10.58	125.00	6.00	0	0	0	0	N/A	N/A		1182	multidrug and toxic compound extrusion (MATE) transporter	acridine dye	antibiotic efflux
OXA-240	3001499	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	6.00	0.00	6.00	58.68	470.00	1.00	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
OXA-46	3001797	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	18.60	149.00	5.50	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
APH(6)-Id	3002660	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	154.00	21.00	175.00	100.00	837.00	36.56	0	0	0	0	N/A	N/A	APH(3'')-Ib (1)	837	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
mdtB	3000793	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	123.00	23.00	146.00	98.37	3072.00	30.89	0	0	0	0	N/A	N/A	mdtC (1); mdtA (1)	3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
tet(V)	3000181	protein homolog model	CARD	1	100.0	no data	no data	Mycobacterium smegmatis	5.00	5.00	10.00	11.75	148.00	13.60	0	0	0	0	N/A	N/A		1260	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
GES-13	3002342	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	4.00	2.00	6.00	41.09	355.00	0.67	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; penam; cephalosporin	antibiotic inactivation
SAT-4	3002897	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter coli	2.00	0.00	2.00	54.51	296.00	44.00	0	0	0	0	N/A	N/A		543	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
mdtC	3000794	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	122.00	9.00	131.00	96.65	2975.00	35.37	0	0	0	0	N/A	N/A	mdtB (1)	3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
LEN-24	3002471	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	35.08	302.00	1.00	0	0	0	0	N/A	N/A		861	LEN beta-lactamase	penam; penem	antibiotic inactivation
OXA-226	3001800	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	0.00	3.00	22.46	186.00	0.67	0	0	0	0	N/A	N/A	ANT(2'')-Ia (1)	828	OXA beta-lactamase	penam; cephalosporin	antibiotic inactivation
MOX-8	3002190	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	2.00	0.00	2.00	15.36	177.00	2.00	0	0	0	0	N/A	N/A		1152	MOX beta-lactamase	penam; cephamycin; cephalosporin	antibiotic inactivation
efrA	3003948	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	1.00	2.00	3.84	56.00	11.00	0	0	0	0	N/A	N/A		1457	ATP-binding cassette (ABC) antibiotic efflux pump	rifamycin antibiotic; macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux
tet(39)	3000566	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter sp.	184.00	40.00	224.00	100.00	1188.00	34.43	0	0	0	0	N/A	N/A		1188	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
